geoid,name,below_poverty,total_population,median_income,edu_hs_diploma,edu_ged,edu_some_college_lt1,edu_some_college_1plus,edu_associates,bachelors_plus,edu_masters,edu_professional,edu_doctorate,pop_25_plus,renter_occupied,total_housing_units,b25070_007e,b25070_008e,b25070_009e,b25070_010e,b25070_001e,median_rent,b25077_001e,aggregate_vehicles,total_resident_population,aggregate_travel_time,b08303_001e,b08303_008e,b08303_009e,b08303_010e,b08303_011e,b08303_012e,b08303_013e,public_transit_workers,total_workers,bicycle_workers,walked_workers,wfh_workers,veh_hh_total,veh_hh_0,veh_hh_1,veh_hh_2,veh_hh_3,veh_hh_4plus,b23025_003e,b23025_005e,state,NAME,race_total_pop,white_aoic,black_aoic,asian_aoic,nhpi_aoic,hispanic_universe,hispanic_total,occupancy_universe,vacant_units,b17001_002m,b17001_001m,median_income_moe,b15003_017m,b15003_018m,b15003_019m,b15003_020m,b15003_021m,b15003_022m,b15003_023m,b15003_024m,b15003_025m,b15003_001m,b25003_003m,b25003_001m,b25070_007m,b25070_008m,b25070_009m,b25070_010m,b25070_001m,b25064_001m,b25077_001m,b25046_001m,b01003_001m,b08013_001m,b08303_001m,b08303_008m,b08303_009m,b08303_010m,b08303_011m,b08303_012m,b08303_013m,b08301_010m,b08301_001m,b08301_018m,b08301_019m,b08301_021m,b08201_001m,b08201_002m,b08201_003m,b08201_004m,b08201_005m,b08201_006m,b23025_003m,b23025_005m,b02001_001m,b02008_001m,b02009_001m,b02011_001m,b02012_001m,b03002_001m,b03002_012m,b25002_001m,b25002_003m,poverty_rate,bachelors_rate,college_educated_pct,hs_or_higher,high_school_or_higher_pct,white_pct,black_pct,asian_pct,nhpi_pct,hispanic_pct,vacancy_rate,renter_rate,rent_burden_households,rent_burden_rate,severe_rent_burden_rate,median_home_value,unemployment_rate,public_transportation_pct,travel_time_to_work_minutes,avg_vehicles_per_household,vehicles_per_capita,zero_vehicle_household_pct,active_transportation_pct,work_from_home_pct,median_rent_moe,median_home_value_moe,poverty_rate_moe,unemployment_rate_moe,renter_rate_moe,severe_rent_burden_rate_moe,rent_burden_rate_moe,vacancy_rate_moe,public_transportation_pct_moe,zero_vehicle_household_pct_moe,work_from_home_pct_moe,active_transportation_pct_moe,college_educated_pct_moe,high_school_or_higher_pct_moe,white_pct_moe,black_pct_moe,asian_pct_moe,nhpi_pct_moe,hispanic_pct_moe,avg_vehicles_per_household_moe,vehicles_per_capita_moe,travel_time_to_work_minutes_moe
15,Hawaii,141401,1408357,100389,244429,28899,62930,138948,112217,235100,91982,28623,16594,1030197,182206,492453,17554,11911,17570,47891,182206,1971,839100,933824,1445235,16458540,629203,106941,16299,24597,54871,36998,13383,26615,696107,6074,29962,66904,492453,40330,163870,169708,69814,48731,701694,34516,15,Hawaii,1445235,620912,53836,823999,391656,1445235,143591,567896,75443,4578,1067,1121,3702,1635,1881,2703,2317,3236,2378,1212,1140,294,3189,2224,1148,792,1013,1620,3189,23,5924,7362,-555555555,156198,3626,2799,1035,1337,1925,1575,962,1299,3298,652,1427,2058,2224,1487,2388,2664,1867,1394,3145,1439,-555555555,5067,1505,2015,4427,-555555555,-555555555,229,2174,10.04,22.82,22.82,959722,93.16,42.96,3.73,57.01,27.1,9.94,13.28,37.0,94926,52.1,26.28,839100,4.92,3.82,26.16,1.9,0.65,8.19,5.18,9.61,23,5924,0.32,0.2,0.63,0.76,0.92,0.38,0.19,0.3,0.29,0.22,0.31,0.7,0.35,0.1,0.14,0.31,0.0,0.02,0.01,0.29
