NAME,total_population,below_poverty,total_population_poverty,median_income,median_income_moe,bachelors_plus,pop_25_plus,renter_occupied,total_housing_units,median_rent,rent_30_34_pct,rent_35_39_pct,rent_40_49_pct,rent_50_plus_pct,rent_total_units,state,geoid,poverty_rate,bachelors_rate,renter_rate,rent_burden_households,rent_burden_rate,severe_rent_burden_rate,travel_time_to_work_minutes,public_transportation_pct
Hawaii,1445635,140461,1409460,98317,980,230641,1027351,183122,488991,1938,17196,12513,17733,47595,183122,15,15,9.97,22.45,37.45,95037,51.9,25.99,43.2,4.051730936046053
